id_item,id_pedido,id_livro,quantidade,preco_unitario
26379,10602,23651,5,111.55
26380,28519,10475,3,168.8
26381,19776,9892,2,167.77
26382,23734,15400,2,55.63
26383,27736,6591,4,75.06
26384,26060,25197,5,149.94
26385,11918,1857,1,55.48
26386,20472,1670,3,148.88
26387,27276,6481,3,114.51
26388,17688,14744,3,94.54
26389,22224,25729,2,39.72
26390,17131,19187,4,49.68
26391,24551,11105,1,30.3
26392,24327,14282,5,199.22
26393,16083,27123,1,22.53
26394,27901,28693,4,155.68
26395,3105,4197,3,79.91
26396,18042,15424,2,198.02
26397,11586,7652,3,50.12
26398,16066,26571,3,126.28
26399,7123,27977,1,180.53
26400,302,26875,2,26.95
26401,27104,12795,3,90.73
26402,8238,18415,2,69.12
26403,6115,28936,3,37.98
26404,22329,26600,1,180.67
26405,21184,4246,2,153.58
26406,1038,2946,2,123.3
26407,20740,20108,3,76.59
26408,27830,23393,3,142.19
26409,3317,10616,5,104.87
26410,26113,1111,3,75.49
26411,29485,24443,1,116.8
26412,23492,5245,3,94.65
26413,16687,7790,2,124.98
26414,15198,20575,4,125.04
26415,24787,12866,2,122.12
26416,10868,23627,4,176.52
26417,3551,5392,2,177.67
26418,28979,19719,1,51.85
26419,18245,25997,4,135.42
26420,169,5103,3,104.03
26421,1773,18758,2,148.42
26422,16807,2938,3,142.35
26423,23269,9016,5,120.85
26424,29703,24772,4,61.23
26425,11320,23221,5,154.06
26426,28014,8153,5,45.88
26427,11762,12832,5,76.32
26428,7583,29067,1,151.22
26429,24410,27218,2,112.05
26430,4867,27743,3,159.05
26431,5749,14081,4,147.91
26432,4406,28199,5,95.47
26433,19410,28953,2,155.77
26434,29432,5868,4,95.39
26435,22779,6317,1,103.43
26436,24872,8856,3,40.96
26437,17017,28681,2,132.71
26438,26354,25722,3,173.02
26439,28583,2725,2,136.71
26440,6287,28465,5,183.01
26441,1283,4421,2,91.37
26442,7247,24508,3,80.5
26443,8554,4948,3,122.33
26444,25536,29817,3,22.23
26445,11278,21464,3,139.65
26446,29064,11810,2,98.63
26447,26079,18314,5,183.41
26448,13326,18740,4,47.47
26449,13859,13659,4,65.19
26450,12451,7099,5,54.59
26451,2772,11304,3,61.32
26452,11928,29727,5,68.8
26453,15369,5016,5,161.49
26454,24682,21535,3,99.06
26455,11789,14970,2,183.6
26456,5933,25848,5,191.04
26457,25719,9381,5,135.76
26458,3789,7362,2,45.95
26459,25834,15698,1,119.48
26460,17536,12387,3,151.47
26461,9051,24679,4,181.06
26462,24531,1063,3,178.04
26463,23582,19047,2,80.19
26464,16500,11910,4,96.85
26465,584,11674,3,87.69
26466,18915,8366,4,181.03
26467,20518,17354,2,43.78
26468,13844,25362,3,181.28
26469,1556,26158,2,88.62
26470,22792,16261,1,28.86
26471,2427,18620,1,38.14
26472,29366,5148,4,169.46
26473,5924,14205,5,195.16
26474,17207,13876,5,87.22
26475,26424,12649,5,148.15
26476,22096,13093,1,156.52
26477,26024,5247,3,192.19
26478,25600,12421,1,58.63
26479,29979,17542,2,174.96
26480,18717,26129,2,40.93
26481,12408,8088,5,87.91
26482,8777,10296,4,193.97
26483,17093,15661,2,78.48
26484,11638,3167,2,135.42
26485,27262,9759,2,118.57
26486,4000,17696,4,47.91
26487,4686,15571,1,124.4
26488,3561,18099,3,185.53
26489,22213,8089,1,25.53
26490,27656,28532,5,165.25
26491,18746,11071,3,60.78
26492,4481,21368,5,61.95
26493,5413,27237,5,118.95
26494,388,28993,1,24.65
26495,14154,17033,2,167.66
26496,15710,3138,5,46.87
26497,11043,28748,1,97.39
26498,8917,1958,3,148.22
26499,24949,345,3,134.42
26500,1698,23187,2,64.56
26501,10695,24495,2,140.18
26502,13788,29401,1,162.11
26503,14803,27413,1,103.36
26504,4435,1373,5,153.0
26505,14690,25503,4,50.9
26506,18656,9839,1,56.72
26507,16919,6815,2,81.69
26508,11591,7838,4,42.47
26509,20171,1082,4,59.44
26510,11302,5500,1,34.99
26511,16878,3906,1,170.14
26512,28241,3789,1,176.27
26513,22395,20693,5,107.37
26514,2794,3330,5,70.61
26515,17824,12800,3,117.43
26516,2741,3412,4,166.78
26517,2399,8401,5,40.61
26518,11138,24666,3,117.8
26519,27962,18322,2,20.39
26520,21934,26129,4,147.61
26521,13094,22689,2,87.71
26522,3930,20775,5,192.14
26523,9402,3782,5,47.07
26524,23021,5900,4,37.18
26525,12711,10772,2,98.35
26526,14242,10800,1,187.38
26527,6000,16611,3,33.86
26528,15600,5723,2,129.03
26529,2357,15638,5,35.25
26530,14226,25717,5,25.31
26531,4450,20526,5,154.85
26532,7137,8254,3,97.25
26533,11099,8638,3,85.07
26534,4345,27378,1,82.17
26535,21964,20769,5,193.22
26536,1907,25576,3,53.96
26537,13228,23786,4,36.98
26538,28482,15170,4,81.52
26539,21383,29962,4,20.45
26540,11387,1838,1,169.39
26541,22634,1794,1,41.8
26542,9950,7503,1,35.88
26543,5652,16457,1,33.14
26544,28005,25076,3,91.5
26545,25942,6377,5,148.68
26546,23164,17986,1,23.37
26547,26489,26870,2,181.91
26548,9415,11807,3,46.35
26549,23701,8667,1,88.44
26550,3619,19404,3,51.82
26551,8726,20212,4,142.92
26552,25963,22203,2,25.53
26553,12685,2090,5,30.24
26554,7604,4480,2,180.11
26555,22434,23223,1,114.78
26556,20905,16120,2,71.26
26557,27787,4958,3,32.65
26558,9450,6378,2,89.37
26559,286,7767,4,108.77
26560,9328,350,2,140.33
26561,24832,28977,2,147.65
26562,5984,17615,2,180.64
26563,27758,19819,4,75.97
26564,10550,10836,1,79.41
26565,16130,25180,4,151.84
26566,18834,29990,2,168.46
26567,29662,12078,4,180.11
26568,19633,2977,2,64.2
26569,13761,5813,1,183.19
26570,4232,17718,1,44.04
26571,4644,875,1,33.78
26572,13851,11149,2,192.34
26573,8732,10492,3,198.75
26574,18797,8553,4,25.49
26575,23834,10503,2,145.02
26576,8980,23817,4,151.27
26577,6680,21631,4,140.7
26578,14183,22988,5,57.24
26579,21084,5936,1,32.52
26580,25541,15239,2,138.37
26581,26511,13230,3,156.29
26582,6840,4605,4,132.38
26583,6283,4213,4,80.12
26584,27806,29207,2,48.51
26585,18269,11398,1,70.27
26586,6166,1429,3,106.03
26587,107,2424,2,83.16
26588,27504,29924,2,95.58
26589,1399,19839,1,73.55
26590,11339,1417,2,166.07
26591,5713,14294,5,80.58
26592,921,11087,2,128.04
26593,2390,1945,5,47.64
26594,14407,9812,3,41.59
26595,28192,10225,5,133.9
26596,11250,8109,2,125.19
26597,29052,23380,3,199.44
26598,21563,15258,1,167.16
26599,20654,17941,3,175.58
26600,20817,19329,2,149.44
26601,11321,16964,5,134.6
26602,10937,21549,1,187.14
26603,20444,16523,1,137.43
26604,23325,27059,1,125.56
26605,13319,9955,2,52.82
26606,3705,24045,2,140.86
26607,2600,11955,1,173.01
26608,17586,15307,1,40.42
26609,11554,22700,1,183.7
26610,7129,4697,4,36.33
26611,17329,9243,5,164.84
26612,5400,8880,4,124.73
26613,29175,12380,4,66.89
26614,16129,21044,3,131.07
26615,21865,19965,5,111.46
26616,9203,8526,5,128.4
26617,1074,13070,1,100.09
26618,13802,1902,5,50.05
26619,18874,24055,1,112.98
26620,24139,20974,3,57.75
26621,26547,25294,5,192.43
26622,9233,29271,1,75.1
26623,26772,3077,5,150.19
26624,6756,873,4,123.22
26625,29661,4525,4,160.35
26626,26131,17909,2,96.51
26627,28854,6397,3,195.8
26628,701,9696,1,163.67
26629,21787,3618,3,157.69
26630,27622,26628,2,136.72
26631,11106,8363,4,39.65
26632,4390,18176,4,30.48
26633,25045,17801,3,199.89
26634,12893,18738,5,23.24
26635,11663,5061,5,44.61
26636,21147,23521,4,97.23
26637,10042,6623,2,108.9
26638,26751,23004,3,83.82
26639,20198,7795,4,140.39
26640,15123,15294,5,22.2
26641,18803,28738,2,108.99
26642,25159,16935,2,148.61
26643,17247,5679,4,71.38
26644,26315,24773,2,37.88
26645,1157,6981,1,162.12
26646,11929,14063,5,90.38
26647,17128,18116,2,21.72
26648,18405,23608,5,22.54
26649,18242,22941,5,87.4
26650,13381,7074,4,196.61
26651,1071,28308,3,45.37
26652,2562,7632,2,58.97
26653,16132,17752,4,95.37
26654,2068,6623,3,129.85
26655,16124,14476,1,113.87
26656,12353,23557,2,64.6
26657,9950,24740,2,49.51
26658,15692,23824,5,156.57
26659,26578,23423,4,58.8
26660,3998,21702,4,178.45
26661,7374,5512,4,192.54
26662,11179,19759,2,96.6
26663,18743,29925,2,120.14
26664,10309,4991,3,112.26
26665,16681,3775,3,125.1
26666,2531,16870,3,114.27
26667,6366,23722,3,139.5
26668,26410,9691,1,40.5
26669,28497,5825,5,69.01
26670,15729,1467,2,68.28
26671,28165,12114,2,70.03
26672,12449,2357,1,196.7
26673,16195,19257,2,196.81
26674,7233,12542,5,164.27
26675,21098,16586,1,111.38
26676,14057,10527,3,189.74
26677,20515,15343,4,183.16
26678,12395,3279,3,164.05
26679,1918,15470,4,58.12
26680,6471,13649,4,25.52
26681,7236,23381,1,171.82
26682,29123,1732,2,136.65
26683,5843,22147,2,167.09
26684,20315,5697,2,134.51
26685,20486,19851,3,122.19
26686,10766,27516,3,116.59
26687,12550,29219,4,146.23
26688,22908,25768,1,46.58
26689,20527,16312,2,161.65
26690,4982,12586,2,86.67
26691,17121,27989,5,75.4
26692,24235,22150,2,131.64
26693,22908,28596,4,198.64
26694,16212,10407,1,133.65
26695,22113,9533,3,187.54
26696,7665,24086,5,198.2
26697,20258,25107,1,71.26
26698,29613,14232,2,71.35
26699,3319,5135,4,76.26
26700,14989,14997,5,107.25
26701,8607,14525,2,48.52
26702,28312,25511,1,174.75
26703,16423,25997,4,176.0
26704,23395,17727,5,34.2
26705,18944,8531,4,63.11
26706,28437,6040,4,121.51
26707,1520,16095,3,167.09
26708,711,20193,2,102.47
26709,1115,23915,1,93.19
26710,20388,20491,5,126.76
26711,25693,27928,2,100.05
26712,4623,16856,3,111.86
26713,24540,21804,5,76.81
26714,19471,25317,3,32.89
26715,13583,26817,1,119.25
26716,20390,23144,2,97.57
26717,14457,22569,1,50.77
26718,2004,10793,4,87.24
26719,705,13481,3,36.86
26720,10552,17169,2,167.6
26721,29000,10464,1,130.66
26722,1890,15422,2,106.87
26723,17111,21632,3,58.93
26724,12239,19188,1,114.21
26725,4004,2331,2,47.32
26726,4985,26590,3,51.87
26727,20940,14465,3,54.78
26728,2062,8453,5,85.52
26729,25084,29031,3,77.64
26730,8739,2662,5,34.91
26731,27168,24235,1,170.58
26732,26528,12370,2,119.98
26733,5031,24943,1,83.06
26734,25261,837,1,132.75
26735,15466,11015,1,174.45
26736,25658,27040,2,30.66
26737,5017,26202,1,74.7
26738,6072,11434,1,188.83
26739,8640,4605,2,180.58
26740,21195,5256,2,56.16
26741,5176,16301,5,53.79
26742,23103,8911,4,113.1
26743,5238,27013,1,63.31
26744,4917,29311,2,56.56
26745,23746,16671,4,176.07
26746,23295,18752,5,66.56
26747,18243,9181,4,174.18
26748,10725,4590,5,158.37
26749,15871,17562,3,87.74
26750,14633,4672,1,136.06
26751,27514,1241,3,117.18
26752,12651,16911,2,72.46
26753,8720,24363,2,66.32
26754,24657,15761,3,109.55
26755,21892,25686,4,118.46
26756,5708,2959,3,56.06
26757,12782,12480,1,74.34
26758,24310,2569,1,132.37
26759,21413,27056,5,29.78
26760,18140,23687,3,72.75
26761,27276,23177,5,186.56
26762,29488,16784,2,122.54
26763,3790,27797,1,167.39
26764,14358,27660,1,129.03
26765,3889,25574,1,157.63
26766,14969,2774,2,143.82
26767,21836,11532,5,22.8
26768,8368,5606,4,21.74
26769,24830,9491,5,195.64
26770,21000,22837,3,173.86
26771,14653,21018,2,192.3
26772,4534,17220,3,105.04
26773,15063,17872,2,32.31
26774,16558,20660,3,82.57
26775,797,22363,5,51.83
26776,21339,22085,2,108.76
26777,1283,19974,3,193.61
26778,11374,29156,1,161.61
26779,8480,22104,4,125.11
26780,28399,16682,5,105.19
26781,22427,27194,3,155.81
26782,1460,3880,5,147.58
26783,25459,2089,1,111.09
26784,26251,1228,1,153.69
26785,26373,28647,5,142.55
26786,9428,11420,1,148.07
26787,15230,15130,5,175.83
26788,5200,8875,3,175.51
26789,2426,19851,4,118.89
26790,25909,15177,2,74.09
26791,14745,1445,1,131.62
26792,26599,17128,2,43.82
26793,12358,28750,4,80.0
26794,26523,834,1,28.36
26795,20122,10405,1,79.84
26796,27705,4171,2,120.93
26797,8684,2968,3,68.59
26798,13117,8391,3,32.59
26799,15260,3457,1,66.14
26800,23838,4338,1,134.54
26801,18099,7768,5,128.53
26802,17972,16231,5,173.94
26803,517,7248,1,131.67
26804,28354,17403,4,107.06
26805,16151,7929,5,30.57
26806,28340,24305,1,169.25
26807,13787,6728,4,59.02
26808,18870,16333,5,192.43
26809,23464,1262,2,184.18
26810,12780,8946,4,133.63
26811,9363,11297,2,108.61
26812,18830,17760,1,29.38
26813,16179,507,4,115.35
26814,6632,27854,2,155.96
26815,3736,23720,2,40.45
26816,25554,6727,2,70.43
26817,13478,6599,5,58.69
26818,2751,7969,5,86.01
26819,1702,9427,2,118.32
26820,25602,6006,3,68.07
26821,10373,14756,1,195.09
26822,19488,16274,1,172.12
26823,436,1768,1,21.1
26824,15050,8693,2,48.54
26825,9384,10319,5,185.99
26826,17491,17019,4,117.4
26827,17718,19031,2,191.73
26828,22497,6869,3,155.04
26829,5992,24324,4,53.06
26830,16422,16594,5,20.07
26831,12966,15600,1,32.69
26832,6058,20899,3,63.87
26833,11623,20849,5,118.97
26834,1568,4982,1,48.83
26835,2136,16476,4,172.42
26836,22262,28986,5,136.83
26837,9253,26186,1,21.82
26838,18974,28105,1,136.46
26839,11568,22335,5,178.19
26840,22785,28649,1,29.92
26841,12084,4292,2,169.58
26842,21716,19153,5,102.3
26843,16443,24496,3,98.16
26844,4303,6302,3,49.61
26845,8430,21597,5,29.65
26846,2107,3688,5,71.15
26847,4283,16735,1,196.48
26848,26257,27214,5,84.54
26849,25046,29861,1,153.32
26850,17560,17540,5,99.74
26851,16158,9159,2,73.97
26852,17445,17883,3,180.8
26853,27218,22606,3,119.01
26854,3118,7396,4,198.55
26855,16213,19299,2,97.54
26856,28415,1152,2,96.77
26857,15288,28039,4,172.96
26858,16849,28152,2,44.76
26859,29838,24397,2,21.38
26860,8042,3525,2,47.83
26861,2949,306,4,70.9
26862,21641,9313,5,37.33
26863,20021,26834,5,99.56
26864,17547,5119,4,180.39
26865,3064,14762,3,96.21
26866,15500,29098,4,153.77
26867,12958,25566,2,62.1
26868,24644,26858,1,41.0
26869,22756,113,5,22.5
26870,18629,21487,1,98.65
26871,19915,15105,2,67.87
26872,26219,2166,3,57.83
26873,17256,17024,3,189.91
26874,8422,23644,2,192.15
26875,1078,19646,1,198.87
26876,1539,8437,3,32.05
26877,8678,770,5,193.2
26878,23885,27142,4,171.51
26879,23891,14662,3,72.27
26880,2853,9808,1,180.42
26881,17837,2456,3,66.39
26882,6886,29989,1,142.37
26883,7037,5817,2,148.89
26884,4628,11446,2,95.99
26885,10909,10430,2,48.17
26886,14593,235,2,93.33
26887,13988,25706,1,138.58
26888,6080,19767,1,103.34
26889,10047,26679,3,96.87
26890,10001,9701,3,90.63
26891,6157,12057,1,173.76
26892,3168,24751,2,144.52
26893,12596,23988,4,112.97
26894,4582,9627,5,190.82
26895,1207,7447,1,196.18
26896,17625,11183,5,67.61
26897,3351,5278,1,69.73
26898,28760,22914,1,168.04
26899,9818,3554,2,162.1
26900,4737,1973,2,157.78
26901,12053,14598,4,159.34
26902,4306,4772,3,198.98
26903,22906,21802,4,38.77
26904,29021,5521,4,54.34
26905,18364,25986,2,189.97
26906,5744,317,1,185.87
26907,3460,27236,4,34.87
26908,21004,18610,1,118.9
26909,12721,18237,2,70.81
26910,6676,4348,1,129.0
26911,26836,5564,2,113.83
26912,1695,4058,2,152.57
26913,14600,997,2,196.56
26914,500,519,3,29.1
26915,314,16735,1,199.93
26916,17903,20698,4,66.18
26917,24701,5906,3,85.27
26918,11065,26204,5,38.25
26919,18478,479,5,112.12
26920,4404,6202,4,48.04
26921,8765,5184,4,91.15
26922,8774,17596,5,111.41
26923,16494,29259,2,58.01
26924,26359,27166,4,150.44
26925,515,7332,2,137.0
26926,2536,26778,4,164.31
26927,960,5880,3,128.29
26928,12780,6220,5,175.39
26929,3654,822,1,124.76
26930,22969,5885,2,178.97
26931,28736,24921,5,32.18
26932,20603,9299,1,173.73
26933,27708,2268,1,105.84
26934,8330,23800,1,62.56
26935,29927,9011,2,36.17
26936,7779,4335,4,63.32
26937,20841,7926,4,96.48
26938,11840,14741,4,100.08
26939,27063,9924,3,198.13
26940,14830,3453,3,105.17
26941,14143,24596,2,183.15
26942,22383,3985,5,126.84
26943,23586,7198,1,170.16
26944,1013,20569,5,193.76
26945,1706,17715,1,32.71
26946,22292,17485,4,33.02
26947,25521,13187,3,75.61
26948,11908,20234,1,48.83
26949,9383,24979,5,164.94
26950,20907,14900,4,92.36
26951,11305,7922,5,30.81
26952,6588,8159,2,74.91
26953,28137,17091,1,156.96
26954,9004,4071,1,87.45
26955,18435,16332,3,72.16
26956,3603,20828,3,154.35
26957,7448,3662,4,83.56
26958,8136,24430,4,133.33
26959,4979,8065,5,105.98
26960,16534,5398,5,28.83
26961,17767,17024,4,194.45
26962,9397,27297,3,185.18
26963,1681,25421,2,142.54
26964,447,876,4,161.12
26965,17969,20355,1,135.05
26966,21081,22310,4,125.96
26967,28235,18302,1,192.27
26968,6222,8499,2,36.29
26969,21325,28190,2,74.89
26970,27176,19973,4,32.04
26971,12878,5425,2,181.73
26972,26115,27728,4,129.92
26973,26474,24983,2,38.9
26974,19256,5816,1,39.59
26975,19903,16484,2,83.56
26976,16492,16685,1,52.82
26977,14623,23280,5,60.12
26978,25159,8195,1,183.98
26979,24587,6265,5,85.05
26980,644,2048,2,50.39
26981,13584,25124,2,35.31
26982,10440,6688,3,141.47
26983,3123,3972,5,189.54
26984,16478,25531,4,108.9
26985,24170,1832,5,84.08
26986,16083,18573,3,92.18
26987,1444,13093,4,153.4
26988,27719,5159,1,64.68
26989,25471,1103,3,178.83
26990,1295,24743,2,86.57
26991,22280,7611,5,85.52
26992,21974,22878,3,39.95
26993,20110,6652,2,151.72
26994,6396,8245,3,61.88
26995,9298,14985,5,27.81
26996,9951,26209,2,145.87
26997,4009,29851,5,24.26
26998,11133,23770,4,160.93
26999,1741,560,1,110.46
27000,29327,6262,4,49.29
27001,28893,10317,1,73.39
27002,26473,18196,3,25.39
27003,25291,16512,5,129.78
27004,1758,28219,1,129.37
27005,19466,12597,2,131.54
27006,25803,451,4,129.59
27007,7972,27479,3,118.14
27008,20456,12387,2,115.66
27009,16439,27019,1,118.51
27010,8205,23490,5,90.96
27011,15585,19759,2,167.84
27012,15634,26694,5,194.36
27013,19709,2513,3,170.39
27014,18883,10965,1,24.6
27015,11173,19434,5,53.48
27016,6944,21793,2,185.48
27017,10726,2131,4,188.5
27018,8820,24729,3,155.12
27019,19872,20482,3,115.02
27020,22360,21741,3,178.29
27021,8152,10278,3,35.52
27022,16486,23245,1,23.85
27023,20820,20963,2,52.7
27024,19968,15998,4,26.26
27025,8385,12211,5,98.57
27026,8494,20310,2,159.3
27027,28984,3859,2,158.23
27028,22752,4571,5,110.18
27029,2603,7760,5,174.81
27030,5680,18705,1,153.89
27031,12152,17614,1,100.87
27032,11343,8617,3,30.84
27033,21374,5544,5,145.85
27034,11645,9863,3,188.94
27035,403,13614,1,83.25
27036,28545,28216,1,180.52
27037,29168,10814,1,138.24
27038,22714,19337,4,120.51
27039,9437,17022,5,173.41
27040,7765,8462,1,148.57
27041,14839,1608,1,68.4
27042,2505,5052,5,149.61
27043,18966,14944,4,179.91
27044,19715,2999,1,157.37
27045,22846,1183,2,198.91
27046,24038,25999,5,96.15
27047,20781,9499,5,129.25
27048,17665,27018,4,177.49
27049,1329,25540,1,48.03
27050,16643,15401,3,157.63
27051,21062,18362,2,163.66
27052,26859,16442,2,82.74
27053,26643,7715,3,165.18
27054,17623,2238,2,44.22
27055,28430,8479,4,90.91
27056,5978,828,3,43.17
27057,9503,1270,5,171.73
27058,6977,14187,3,65.63
27059,17548,13361,5,161.13
27060,752,26293,5,149.0
27061,2577,3683,1,189.44
27062,1767,22533,1,146.4
27063,7840,29835,1,121.97
27064,23841,13726,3,125.83
27065,29500,18175,5,173.52
27066,14975,25118,2,167.04
27067,15297,19631,5,76.38
27068,8509,4227,2,122.41
27069,14035,20955,3,158.24
27070,12416,14756,5,166.44
27071,7039,21992,4,179.19
27072,8133,9805,5,65.12
27073,24869,27452,2,101.76
27074,2600,1236,1,118.28
27075,26940,1761,3,89.04
27076,27595,12195,2,38.41
27077,21333,22875,5,82.68
27078,29105,21979,2,50.78
27079,4383,19605,3,20.88
27080,29442,12323,5,72.71
27081,26317,27097,5,77.19
27082,8549,24830,4,97.4
27083,28895,16754,4,68.43
27084,1108,11550,5,167.6
27085,13518,29555,1,123.48
27086,28544,20897,3,170.7
27087,2971,29541,5,127.15
27088,5734,29253,3,37.03
27089,3153,10062,1,63.76
27090,21936,12399,2,147.28
27091,6164,28479,2,31.61
27092,21124,10616,1,177.32
27093,7716,8387,1,154.09
27094,2103,14651,5,60.28
27095,25957,2489,1,133.72
27096,21,15223,1,119.26
27097,21750,1936,2,104.62
27098,18797,19739,5,104.96
27099,15385,9087,2,100.34
27100,11873,7317,5,136.65
27101,1726,15008,5,146.16
27102,5929,26004,2,88.18
27103,1130,2521,5,117.13
27104,17554,29948,5,65.83
27105,11707,21610,4,172.52
27106,7742,4632,1,124.48
27107,11629,13347,3,153.24
27108,7242,11379,1,183.35
27109,21564,17455,4,148.97
27110,18689,1702,5,47.48
27111,16694,16370,5,140.48
27112,17129,11715,1,60.34
27113,19204,25397,5,120.68
27114,19469,7547,4,44.11
27115,29324,27344,4,51.19
27116,3143,26352,1,70.76
27117,25630,13116,1,85.73
27118,15170,25329,4,101.94
27119,23173,28902,5,122.29
27120,9356,2753,3,107.31
27121,1192,27523,4,123.53
27122,3933,22340,5,154.9
27123,1590,16601,1,57.32
27124,25471,26921,2,148.76
27125,27044,29560,4,57.48
27126,4673,9623,2,88.47
27127,23493,704,4,39.98
27128,7587,11585,1,65.23
27129,13448,8306,5,60.37
27130,22733,27520,5,68.03
27131,14037,9788,5,112.9
27132,26850,27600,3,79.52
27133,29841,29143,1,59.17
27134,27585,21483,3,190.66
27135,178,6452,5,27.92
27136,16563,3876,1,147.16
27137,29514,8637,2,74.36
27138,19575,6481,3,39.93
27139,23059,23722,5,192.17
27140,2403,11588,3,65.82
27141,6864,14232,1,168.61
27142,8736,16053,4,120.02
27143,3713,13677,5,153.28
27144,26240,11272,2,22.4
27145,12062,20044,4,120.22
27146,13447,6959,2,37.08
27147,26279,17018,5,171.38
27148,431,25809,2,26.72
27149,19299,6000,5,88.27
27150,9705,16238,3,21.93
27151,14424,17272,3,170.42
27152,4841,3224,5,79.6
27153,10518,1161,3,184.17
27154,7931,18141,4,159.78
27155,383,22137,4,184.25
27156,29837,26862,5,44.18
27157,21946,8205,4,135.45
27158,28224,13380,3,27.55
27159,9968,16408,2,131.13
27160,6374,9166,1,108.82
27161,22520,29004,1,71.01
27162,25374,21052,3,182.19
27163,21060,4378,1,95.97
27164,17716,8167,3,79.33
27165,13140,18246,5,42.25
27166,28335,26579,1,49.05
27167,16347,12896,3,128.16
27168,9806,23906,1,167.35
27169,27240,908,5,166.68
27170,18600,27682,2,120.81
27171,4977,3866,4,139.91
27172,29066,19629,2,127.64
27173,8363,4688,3,96.79
27174,21598,2588,4,120.61
27175,29938,13417,2,117.58
27176,17226,17555,4,162.73
27177,1813,3082,3,57.71
27178,738,16945,4,95.4
27179,13905,16761,3,180.55
27180,28876,21500,1,72.6
27181,6900,16385,2,160.22
27182,1979,7827,1,115.2
27183,5037,12375,2,152.19
27184,5958,11287,5,60.5
27185,27091,23509,2,141.02
27186,13346,7412,5,103.81
27187,20943,9963,5,91.09
27188,23634,10174,3,40.17
27189,9752,29598,3,178.64
27190,20957,4210,4,196.99
27191,24726,23295,4,183.84
27192,13548,26332,1,100.75
27193,5609,25656,3,68.59
27194,19703,12143,3,27.31
27195,7185,5031,4,189.89
27196,17369,9707,3,176.06
27197,23843,1628,2,136.94
27198,18100,8668,2,61.67
27199,26766,13356,1,193.63
27200,8967,22905,1,42.32
27201,22861,29316,4,145.91
27202,23332,11968,5,108.89
27203,12719,16432,1,65.13
27204,11274,11998,2,187.53
27205,10117,10161,2,63.62
27206,7418,22168,1,136.94
27207,15421,19380,5,199.19
27208,7849,17335,3,190.87
27209,21767,15448,5,182.59
27210,19880,11727,1,162.68
27211,21171,4667,5,28.58
27212,24352,2919,2,75.5
27213,9941,2866,4,120.15
27214,18725,16702,5,67.89
27215,24277,1936,3,26.98
27216,5404,10098,2,160.48
27217,8662,29943,1,120.78
27218,29221,21791,1,86.62
27219,9603,10837,3,123.46
27220,19696,14499,3,125.56
27221,23170,15087,1,43.43
27222,14869,26557,3,148.71
27223,23069,12417,4,33.22
27224,1960,7945,1,80.85
27225,23638,9873,3,104.07
27226,5507,22350,1,25.92
27227,20817,17204,1,70.6
27228,9089,12890,5,196.59
27229,20419,23072,3,128.54
27230,11111,484,4,82.99
27231,29131,11319,4,154.98
27232,2436,19167,5,192.55
27233,27635,12234,4,187.19
27234,7803,24790,4,150.77
27235,7005,3256,4,149.98
27236,1887,12975,4,46.88
27237,14368,10815,2,185.76
27238,2051,15978,3,140.94
27239,14353,14398,2,87.32
27240,1336,6164,5,123.09
27241,6545,20064,2,93.02
27242,12352,27558,2,33.88
27243,25449,9700,2,58.08
27244,25317,4235,5,140.78
27245,6815,26483,1,35.95
27246,20712,11359,1,77.38
27247,29502,27332,2,147.57
27248,28448,12347,5,186.72
27249,2972,24307,1,87.3
27250,26522,11898,5,86.45
27251,3438,6723,3,75.77
27252,21521,25222,4,166.53
27253,7602,15973,3,104.11
27254,7241,6389,5,53.48
27255,12598,665,2,69.64
27256,863,12446,4,191.25
27257,2434,4886,1,51.34
27258,27710,16662,2,151.91
27259,19145,17049,1,56.84
27260,25550,10704,1,161.26
27261,19864,18088,1,147.53
27262,11955,12865,1,84.06
27263,29331,325,4,53.29
27264,3438,6891,3,192.02
27265,29481,12998,3,196.77
27266,20772,12445,5,80.39
27267,22985,4147,2,128.54
27268,24579,25554,2,143.97
27269,17155,27128,2,191.61
27270,9777,14268,1,170.14
27271,22302,15142,5,186.94
27272,3436,24265,1,31.93
27273,18379,24672,4,180.38
27274,22938,17472,1,128.57
27275,19882,22177,4,124.33
27276,2242,12644,2,22.24
27277,8927,14321,3,90.35
27278,21748,12961,3,29.41
27279,6080,16109,1,25.36
27280,25701,15036,5,77.61
27281,7728,11404,3,189.42
27282,19590,28498,5,37.24
27283,6982,19022,1,170.4
27284,13333,1925,1,163.99
27285,18113,24486,1,95.94
27286,20226,27706,2,118.31
27287,23596,14557,3,115.2
27288,18577,7964,1,101.92
27289,23608,3513,3,96.56
27290,22901,15750,2,36.45
27291,22417,577,2,140.84
27292,19659,15643,3,70.19
27293,23759,28230,5,103.91
27294,22369,25063,5,98.7
27295,23041,13387,1,36.73
27296,26675,12458,4,152.15
27297,21708,25353,3,30.12
27298,13641,8713,5,167.82
27299,15373,15646,3,103.04
27300,28610,6682,5,108.81
27301,4162,25127,4,93.32
27302,6919,23558,3,102.68
27303,26747,16096,3,84.21
27304,28250,3080,2,196.74
27305,4564,24560,5,177.11
27306,8755,25753,3,34.58
27307,691,2326,1,144.37
27308,18000,28486,4,133.58
27309,25317,16776,5,167.01
27310,20970,25916,4,119.08
27311,15174,11602,5,84.59
27312,14783,27893,4,188.67
27313,18318,25310,1,128.36
