id_pagamento,id_pedido,forma_pagamento,valor_total,data
12642,22939,Cartão,248.9,2022-09-19
12643,7991,Boleto,401.43,2024-11-07
12644,7362,Pix,183.33,2023-06-08
12645,14994,Cartão,291.11,2025-05-17
12646,9862,Boleto,216.38,2022-10-16
12647,3108,Boleto,396.2,2023-03-03
12648,19613,Pix,490.95,2023-11-06
12649,12516,Cartão,242.72,2023-05-20
12650,2480,Cartão,360.6,2024-04-04
12651,1397,Boleto,104.26,2024-12-12
12652,24588,Boleto,41.42,2023-07-29
12653,29189,Cartão,428.82,2025-05-04
12654,9535,Cartão,336.78,2024-09-07
12655,27579,Cartão,73.93,2023-11-01
12656,26263,Pix,206.4,2023-07-21
12657,2826,Cartão,181.19,2025-02-10
12658,9670,Boleto,178.59,2022-12-22
12659,6883,Cartão,365.86,2023-12-27
12660,11690,Pix,250.84,2025-01-18
12661,7444,Boleto,474.79,2022-08-06
12662,15146,Boleto,433.82,2024-12-04
12663,23555,Boleto,293.55,2023-03-31
12664,22307,Pix,345.1,2025-01-18
12665,3943,Boleto,176.9,2025-04-25
12666,23387,Cartão,326.48,2024-06-25
12667,16123,Cartão,261.47,2025-06-05
12668,8240,Pix,60.12,2023-01-07
12669,11453,Boleto,419.53,2024-11-25
12670,398,Boleto,307.01,2024-09-22
12671,29330,Pix,95.11,2025-05-09
12672,6063,Cartão,202.02,2022-09-03
12673,15148,Cartão,154.34,2024-03-05
12674,10709,Cartão,489.3,2022-11-23
12675,2126,Cartão,486.49,2023-07-18
12676,24541,Cartão,101.03,2025-05-21
12677,20773,Boleto,49.18,2023-08-29
12678,15688,Cartão,169.03,2024-03-17
12679,5857,Pix,322.49,2025-06-01
12680,8887,Boleto,205.48,2024-08-20
12681,10796,Boleto,142.12,2023-06-17
12682,5643,Pix,237.16,2022-09-15
12683,1874,Boleto,124.58,2024-03-20
12684,19811,Pix,453.59,2023-05-16
12685,26298,Boleto,373.04,2024-06-05
12686,12653,Boleto,117.53,2022-07-14
12687,21495,Boleto,465.75,2022-09-21
12688,27513,Pix,140.44,2024-07-30
12689,21751,Boleto,400.68,2023-03-19
12690,12657,Boleto,249.31,2024-10-13
12691,4141,Pix,303.27,2022-10-08
12692,23295,Pix,64.26,2025-04-26
12693,23205,Pix,209.05,2024-09-12
12694,21062,Pix,357.76,2024-08-20
12695,4066,Pix,157.67,2022-06-15
12696,27254,Boleto,212.14,2023-06-01
12697,179,Cartão,67.03,2024-08-28
12698,14863,Pix,65.66,2023-08-09
12699,963,Cartão,158.96,2024-09-17
12700,20385,Cartão,358.21,2024-05-16
12701,29477,Pix,123.31,2022-11-08
12702,22870,Pix,298.2,2023-08-02
12703,8262,Pix,458.35,2024-03-26
12704,28625,Boleto,408.86,2024-01-04
12705,25252,Cartão,236.52,2024-04-10
12706,15009,Cartão,267.83,2024-07-08
12707,12915,Boleto,458.07,2024-03-02
12708,19216,Cartão,142.1,2024-02-19
12709,1796,Pix,171.35,2023-06-24
12710,13868,Cartão,225.49,2024-09-27
12711,19931,Pix,445.48,2022-08-22
12712,13599,Cartão,145.15,2024-01-10
12713,21660,Boleto,284.94,2025-01-08
12714,22578,Boleto,339.22,2024-03-09
12715,14104,Boleto,445.81,2023-01-24
12716,6044,Cartão,423.19,2024-02-08
12717,7020,Cartão,218.17,2025-04-16
12718,26281,Boleto,277.45,2025-02-23
12719,7430,Cartão,176.71,2024-06-22
12720,19400,Cartão,443.43,2023-06-10
12721,23743,Cartão,121.66,2024-08-07
12722,24943,Cartão,494.89,2024-07-17
12723,3491,Pix,174.47,2022-11-23
12724,25054,Boleto,421.45,2022-08-03
12725,1872,Pix,481.42,2023-04-07
12726,9706,Pix,253.64,2023-03-13
12727,8262,Cartão,449.42,2024-05-19
12728,18666,Boleto,329.86,2024-11-16
12729,22440,Cartão,363.49,2024-12-16
12730,2326,Cartão,244.87,2024-10-14
12731,5319,Boleto,409.77,2023-06-05
12732,797,Boleto,205.04,2024-01-22
12733,1051,Cartão,228.38,2023-09-25
12734,26083,Cartão,493.45,2023-12-19
12735,27169,Boleto,139.99,2022-10-21
12736,23574,Boleto,198.65,2022-09-22
12737,4007,Pix,54.96,2024-01-27
12738,85,Pix,458.37,2025-02-25
12739,25859,Boleto,490.18,2023-12-31
12740,10940,Cartão,145.8,2023-04-24
12741,15672,Cartão,255.93,2023-03-19
12742,6918,Pix,128.32,2024-02-10
12743,16277,Cartão,50.07,2023-12-11
12744,2065,Cartão,88.22,2023-04-18
12745,17552,Cartão,343.47,2025-02-06
12746,19825,Cartão,111.09,2024-03-05
12747,6559,Pix,298.36,2022-07-10
12748,2963,Cartão,49.71,2024-12-28
12749,24701,Cartão,108.86,2023-04-29
12750,9361,Boleto,170.38,2024-06-07
12751,9346,Boleto,68.16,2022-09-08
12752,9367,Cartão,494.06,2022-10-16
12753,20404,Cartão,452.05,2023-08-22
12754,24991,Boleto,134.49,2023-09-24
12755,25105,Boleto,289.52,2024-12-02
12756,17653,Pix,207.05,2023-03-19
12757,7767,Cartão,42.87,2024-01-10
12758,18647,Boleto,290.59,2025-04-12
12759,13580,Pix,247.45,2024-08-04
12760,8011,Boleto,146.52,2024-01-07
12761,16931,Cartão,350.59,2024-01-09
12762,131,Pix,313.26,2023-01-28
12763,22387,Pix,316.49,2025-01-18
12764,6478,Pix,480.28,2024-03-25
12765,14882,Pix,170.18,2024-05-18
12766,18201,Pix,423.75,2022-06-20
12767,24364,Cartão,277.6,2022-08-21
12768,17530,Cartão,93.01,2025-03-14
12769,23741,Pix,277.74,2023-12-17
12770,26673,Pix,223.18,2024-01-13
12771,10080,Boleto,146.32,2023-04-29
12772,20652,Cartão,479.68,2023-05-01
12773,19352,Cartão,356.23,2023-10-03
12774,21313,Pix,58.15,2024-10-26
12775,20325,Boleto,86.15,2025-04-03
12776,25953,Cartão,194.37,2024-11-25
12777,24290,Cartão,254.34,2024-03-26
12778,4051,Pix,317.77,2024-03-05
12779,26612,Pix,350.83,2023-11-28
12780,19897,Boleto,105.81,2024-06-11
12781,966,Cartão,97.6,2024-03-24
12782,2386,Boleto,432.41,2024-01-03
12783,6933,Boleto,455.48,2023-06-30
12784,18129,Boleto,439.52,2022-06-14
12785,3989,Boleto,177.79,2024-04-29
12786,17253,Pix,156.56,2022-11-01
12787,10056,Pix,282.62,2023-04-22
12788,10840,Cartão,335.02,2024-04-07
12789,20018,Boleto,205.74,2024-07-12
12790,14298,Boleto,484.59,2023-11-05
12791,2890,Boleto,32.94,2024-01-22
12792,20519,Pix,98.46,2022-09-11
12793,6702,Boleto,337.27,2023-08-28
12794,18176,Cartão,439.85,2022-09-03
12795,19397,Boleto,239.37,2023-02-25
12796,12203,Pix,416.9,2024-09-30
12797,27545,Pix,76.25,2023-09-13
12798,2150,Cartão,413.71,2022-07-24
12799,4800,Pix,162.25,2024-06-27
12800,22201,Boleto,280.3,2023-08-02
12801,28969,Boleto,449.92,2024-04-09
12802,2,Cartão,283.7,2025-05-24
12803,5137,Boleto,85.35,2025-03-11
12804,12113,Cartão,126.95,2022-07-30
12805,20838,Boleto,69.97,2024-06-11
12806,5427,Cartão,394.69,2025-02-03
12807,9597,Boleto,418.54,2024-05-02
12808,8889,Boleto,198.68,2023-10-23
12809,15515,Cartão,331.49,2023-07-14
12810,16148,Pix,83.81,2025-02-25
12811,8266,Pix,30.72,2023-06-09
12812,13471,Boleto,181.79,2024-11-27
12813,8197,Cartão,259.98,2023-06-22
12814,14072,Cartão,58.09,2023-11-12
12815,5190,Pix,239.31,2024-01-06
12816,12678,Pix,128.64,2023-11-25
12817,2158,Boleto,493.36,2022-10-21
12818,20384,Cartão,437.84,2023-02-18
12819,4410,Cartão,137.91,2023-04-09
12820,13333,Cartão,318.5,2023-12-27
12821,10489,Cartão,422.74,2025-02-20
12822,14630,Cartão,424.55,2024-11-19
12823,18590,Cartão,272.93,2022-08-20
12824,24055,Cartão,35.18,2024-12-18
12825,12365,Boleto,272.87,2025-01-14
12826,21815,Cartão,447.39,2025-01-02
12827,7626,Cartão,249.06,2025-05-29
12828,23764,Cartão,326.82,2022-08-08
12829,26112,Boleto,83.77,2023-11-23
12830,26669,Cartão,32.32,2025-05-23
12831,24975,Boleto,429.99,2023-02-01
12832,4516,Boleto,278.72,2025-01-22
12833,25671,Boleto,64.37,2025-05-03
12834,25205,Cartão,396.81,2024-12-25
12835,28612,Pix,120.58,2025-03-08
12836,15107,Boleto,82.15,2022-06-12
12837,22228,Pix,386.22,2023-12-16
12838,25204,Pix,37.15,2022-09-09
12839,11067,Boleto,59.85,2023-05-21
12840,29830,Cartão,386.36,2023-07-29
12841,21308,Pix,318.28,2022-09-03
12842,145,Boleto,99.99,2023-05-29
12843,25987,Cartão,120.24,2022-09-25
12844,17906,Pix,317.4,2024-06-11
12845,17060,Cartão,198.84,2023-12-01
12846,25581,Boleto,348.11,2023-05-21
12847,15441,Boleto,38.12,2025-05-10
12848,22696,Cartão,498.01,2023-06-30
12849,13342,Pix,351.49,2024-01-02
12850,19082,Boleto,448.55,2024-02-26
12851,12175,Cartão,132.36,2025-03-29
12852,1000,Pix,86.97,2024-02-24
12853,13416,Pix,228.6,2024-08-29
12854,4392,Boleto,368.93,2023-12-19
12855,15254,Boleto,175.08,2024-12-07
12856,10755,Cartão,429.54,2023-09-22
12857,5457,Pix,164.6,2023-02-24
12858,1792,Cartão,409.99,2022-10-03
12859,25195,Boleto,81.55,2023-06-06
12860,5735,Cartão,176.02,2022-08-06
12861,10696,Pix,325.9,2023-05-13
12862,2062,Cartão,195.71,2023-09-07
12863,2094,Boleto,372.04,2025-04-24
12864,12412,Pix,410.62,2024-12-10
12865,5039,Cartão,276.68,2025-02-16
12866,20264,Cartão,308.99,2023-06-29
12867,5887,Pix,364.03,2023-06-30
12868,15084,Boleto,466.64,2024-11-11
12869,339,Pix,388.78,2022-07-26
12870,4037,Boleto,338.34,2022-12-23
12871,23100,Cartão,198.47,2025-05-17
12872,4880,Cartão,378.93,2022-09-29
12873,25997,Pix,41.48,2024-06-12
12874,27650,Cartão,118.72,2023-07-26
12875,2166,Boleto,419.82,2024-06-23
12876,24542,Pix,355.03,2023-08-17
12877,27876,Cartão,441.68,2024-06-24
12878,26059,Cartão,316.15,2024-01-03
12879,19909,Boleto,444.85,2024-07-29
12880,26397,Pix,60.92,2024-11-26
12881,26263,Boleto,347.98,2024-05-26
12882,26096,Pix,323.16,2024-10-25
12883,26322,Boleto,358.68,2023-08-04
12884,18663,Cartão,131.95,2023-12-11
12885,11151,Pix,112.41,2024-03-31
12886,1146,Pix,53.55,2025-01-22
12887,12365,Boleto,243.13,2023-07-29
12888,3240,Cartão,330.53,2022-10-14
12889,29372,Cartão,325.04,2024-04-10
12890,880,Boleto,76.33,2023-07-21
12891,12154,Boleto,384.62,2023-12-29
12892,13577,Pix,264.6,2025-05-17
12893,27472,Boleto,448.53,2024-06-08
12894,19325,Boleto,383.66,2023-05-29
12895,1566,Cartão,162.51,2023-10-21
12896,22052,Boleto,75.62,2025-03-18
12897,9700,Cartão,94.58,2024-11-30
12898,29510,Cartão,291.86,2023-08-11
12899,26003,Pix,360.78,2024-12-06
12900,27809,Boleto,279.8,2024-02-16
12901,1126,Boleto,145.57,2024-12-24
12902,18465,Boleto,241.04,2023-04-22
12903,16754,Boleto,70.9,2023-02-14
12904,13061,Cartão,193.42,2022-12-23
12905,28761,Pix,304.53,2025-03-10
12906,24099,Cartão,343.31,2024-08-17
12907,9317,Pix,374.61,2024-12-24
12908,18738,Boleto,167.59,2024-02-05
12909,23920,Cartão,180.72,2024-07-31
12910,6337,Boleto,172.61,2023-03-29
12911,7956,Pix,363.9,2022-08-15
12912,2210,Boleto,275.99,2025-05-13
12913,29372,Boleto,252.55,2022-07-16
12914,27707,Pix,215.82,2025-02-08
12915,12331,Boleto,475.36,2024-02-01
12916,27817,Cartão,180.39,2024-02-17
12917,8736,Boleto,214.39,2023-05-05
12918,7691,Pix,378.83,2025-01-30
12919,19159,Boleto,65.07,2024-07-12
12920,23762,Pix,472.8,2024-12-04
12921,27812,Cartão,89.5,2022-06-28
12922,25095,Boleto,112.77,2024-07-26
12923,2224,Boleto,122.05,2022-07-20
12924,9457,Boleto,295.61,2023-11-12
12925,5260,Boleto,282.45,2025-05-29
12926,12656,Boleto,436.82,2024-02-15
12927,9838,Cartão,227.52,2024-04-21
12928,24399,Pix,200.71,2022-10-03
12929,24729,Cartão,110.3,2023-05-06
12930,22697,Pix,202.47,2025-03-23
12931,1554,Cartão,194.68,2022-12-12
12932,5138,Boleto,179.58,2025-01-24
12933,14521,Boleto,406.59,2023-12-02
12934,4721,Pix,83.54,2023-12-16
12935,20025,Pix,186.44,2023-06-25
12936,19512,Pix,443.47,2024-12-09
12937,14810,Boleto,128.4,2023-04-21
12938,20428,Cartão,123.8,2023-05-10
12939,8282,Boleto,272.0,2023-05-31
12940,11923,Pix,150.53,2023-08-20
12941,28527,Pix,378.09,2024-08-13
12942,23262,Cartão,222.76,2022-07-11
12943,23900,Cartão,181.26,2023-07-09
12944,29369,Boleto,159.96,2022-11-03
12945,5299,Boleto,70.02,2024-05-20
12946,12420,Pix,202.73,2024-10-20
12947,18384,Boleto,214.56,2023-08-24
12948,7018,Boleto,234.2,2023-01-14
12949,3694,Cartão,30.35,2025-01-24
12950,25700,Boleto,396.5,2023-08-09
12951,28034,Cartão,155.86,2023-12-02
12952,16622,Cartão,142.89,2023-01-07
12953,20084,Pix,67.29,2024-05-14
12954,1988,Cartão,215.95,2023-05-03
12955,6795,Cartão,377.67,2022-11-04
12956,28660,Boleto,399.22,2023-03-14
12957,6151,Cartão,179.47,2023-12-11
12958,11400,Boleto,364.77,2024-01-20
12959,6267,Boleto,204.32,2023-08-25
12960,12017,Pix,41.27,2025-03-26
12961,17688,Cartão,87.37,2025-05-24
12962,28074,Cartão,492.94,2024-03-17
12963,13365,Cartão,308.64,2023-10-19
12964,14568,Cartão,121.53,2022-11-24
12965,26324,Boleto,376.18,2025-04-22
12966,17385,Pix,341.98,2024-08-07
12967,28331,Cartão,451.22,2023-06-28
12968,13824,Pix,180.01,2022-07-22
12969,21993,Cartão,491.34,2022-08-07
12970,3429,Boleto,220.02,2024-05-25
12971,25550,Boleto,271.97,2024-08-19
12972,9760,Pix,298.61,2022-07-08
12973,16711,Cartão,65.9,2024-12-08
12974,14384,Cartão,67.68,2023-02-07
12975,5870,Pix,372.9,2024-02-26
12976,26001,Pix,137.65,2023-01-12
12977,13247,Cartão,473.49,2023-06-04
12978,20837,Pix,324.11,2024-10-12
12979,18257,Cartão,190.15,2023-11-29
12980,28059,Pix,125.95,2025-03-06
12981,25646,Pix,126.43,2023-02-06
12982,26198,Pix,201.06,2024-08-13
12983,18827,Pix,42.73,2024-01-19
12984,15809,Cartão,208.13,2023-06-18
12985,9880,Pix,252.56,2023-03-29
12986,16595,Cartão,350.05,2025-02-04
12987,4675,Pix,80.36,2023-06-04
12988,24283,Boleto,184.0,2023-07-30
12989,8381,Boleto,36.28,2023-11-14
12990,3451,Boleto,113.08,2024-06-06
12991,829,Pix,264.55,2023-10-02
12992,22129,Cartão,417.35,2024-11-06
12993,3847,Boleto,41.21,2022-09-23
12994,15103,Pix,302.77,2024-07-21
12995,7644,Cartão,498.52,2025-01-30
12996,25174,Pix,390.11,2025-04-17
12997,11602,Cartão,329.39,2025-04-17
12998,16210,Pix,58.4,2023-08-01
12999,24065,Boleto,55.57,2023-08-31
13000,9590,Boleto,245.5,2024-06-13
13001,20966,Cartão,378.51,2022-10-25
13002,4599,Cartão,464.78,2023-04-18
13003,15111,Boleto,411.71,2024-05-25
13004,24653,Boleto,444.38,2022-08-06
13005,27216,Boleto,360.81,2022-08-22
13006,24222,Boleto,176.32,2024-01-15
13007,3736,Cartão,342.7,2022-07-21
13008,15290,Boleto,171.17,2022-10-02
13009,3432,Pix,72.07,2023-06-26
13010,29370,Boleto,247.39,2022-07-25
13011,1791,Pix,139.9,2022-10-15
13012,9682,Boleto,439.38,2024-02-24
13013,22449,Cartão,126.28,2022-07-18
13014,13911,Pix,237.01,2023-06-19
13015,16828,Pix,103.08,2022-07-13
13016,26323,Boleto,406.17,2025-02-24
13017,4599,Pix,192.72,2023-12-15
13018,25663,Cartão,483.05,2023-09-13
13019,13861,Boleto,264.22,2024-01-30
13020,26010,Boleto,254.56,2023-05-23
13021,22604,Pix,447.57,2022-06-19
13022,3110,Boleto,336.65,2024-03-05
13023,5743,Cartão,53.98,2023-04-11
13024,3304,Boleto,421.14,2025-05-30
13025,28251,Cartão,88.77,2023-08-25
13026,23563,Cartão,42.7,2022-07-28
13027,26347,Cartão,164.88,2023-04-04
13028,4698,Boleto,211.83,2024-07-11
13029,14466,Cartão,216.13,2023-12-21
13030,2878,Cartão,273.69,2024-07-28
13031,9766,Pix,238.52,2025-03-06
13032,6015,Pix,159.68,2024-06-02
13033,20113,Boleto,298.85,2023-01-26
13034,23492,Cartão,49.44,2023-08-16
13035,28707,Pix,229.41,2024-04-10
13036,26339,Pix,138.8,2024-08-19
13037,13808,Boleto,394.56,2022-11-10
13038,24231,Pix,137.86,2024-10-24
13039,5258,Pix,386.74,2023-10-19
13040,27594,Pix,382.87,2024-12-13
13041,23862,Cartão,387.14,2023-12-24
13042,1990,Cartão,108.28,2025-02-17
13043,24261,Pix,178.46,2023-06-19
13044,23268,Pix,393.91,2024-10-16
13045,26222,Pix,219.71,2023-05-16
13046,19072,Cartão,31.66,2023-01-26
13047,20763,Pix,289.76,2024-05-26
13048,4561,Cartão,361.66,2025-04-07
13049,14682,Boleto,346.48,2025-05-12
13050,5471,Cartão,84.52,2023-04-04
13051,11322,Pix,420.6,2025-04-14
13052,15168,Pix,278.49,2023-05-07
13053,20273,Boleto,215.93,2023-08-14
13054,26115,Pix,165.51,2025-04-27
13055,11071,Boleto,260.13,2024-06-26
13056,1367,Boleto,134.98,2025-01-09
13057,23041,Boleto,404.67,2025-03-03
13058,3811,Boleto,386.17,2025-05-18
13059,23053,Boleto,242.41,2022-08-11
13060,11366,Pix,140.91,2025-04-24
13061,25832,Cartão,258.19,2023-10-06
13062,16982,Cartão,291.88,2023-06-17
13063,2418,Pix,95.15,2024-08-02
13064,7370,Boleto,390.87,2025-04-18
13065,14584,Pix,312.83,2023-06-20
13066,27067,Boleto,356.63,2024-09-07
13067,26237,Boleto,341.35,2025-01-03
13068,3242,Pix,400.57,2022-07-20
13069,24754,Pix,406.06,2024-05-09
13070,28026,Boleto,482.91,2025-02-08
13071,21576,Pix,66.12,2024-08-24
13072,2631,Boleto,157.5,2022-07-07
13073,4671,Pix,101.25,2024-10-11
13074,20042,Pix,493.8,2022-07-16
13075,3777,Pix,438.68,2023-12-05
13076,25840,Boleto,214.84,2022-09-19
13077,13961,Cartão,444.34,2024-08-11
13078,4657,Boleto,102.09,2023-02-14
13079,1669,Cartão,167.23,2023-10-12
13080,6282,Pix,465.29,2024-03-17
13081,26891,Boleto,340.09,2024-10-25
13082,17256,Pix,440.27,2023-10-20
13083,6656,Pix,254.39,2024-04-10
13084,22151,Boleto,374.3,2025-01-10
13085,18612,Boleto,436.18,2024-11-20
13086,22960,Boleto,464.62,2022-11-03
13087,27679,Pix,165.62,2023-06-10
13088,12360,Boleto,161.42,2023-07-19
13089,28957,Boleto,399.47,2025-01-03
13090,24518,Pix,425.32,2022-10-27
13091,10827,Cartão,495.73,2025-04-04
13092,151,Cartão,495.25,2024-06-11
13093,5343,Cartão,246.42,2025-02-27
13094,23130,Cartão,55.86,2022-09-14
13095,28784,Pix,359.73,2023-09-11
13096,9651,Boleto,60.57,2022-12-25
13097,16024,Cartão,294.81,2025-02-24
13098,16092,Pix,165.68,2023-08-04
13099,24794,Cartão,256.46,2022-10-12
13100,17076,Pix,242.99,2023-09-10
13101,8686,Cartão,303.02,2025-01-09
13102,21913,Pix,308.26,2023-09-03
13103,18395,Cartão,41.67,2024-04-30
13104,25308,Pix,437.55,2023-06-10
13105,25324,Boleto,487.59,2025-06-08
13106,28215,Boleto,162.91,2022-07-02
13107,13883,Pix,443.8,2023-11-08
13108,13719,Boleto,38.49,2024-12-12
13109,8059,Pix,380.85,2023-12-12
13110,17669,Cartão,176.19,2022-07-04
13111,18748,Cartão,186.5,2024-04-05
13112,22731,Cartão,306.76,2023-10-08
13113,17404,Pix,49.83,2023-06-20
13114,14190,Pix,486.4,2024-07-29
13115,5290,Cartão,223.66,2024-03-16
13116,7884,Cartão,163.66,2023-05-02
13117,16566,Boleto,400.6,2024-01-19
13118,2586,Cartão,494.38,2024-08-04
13119,20005,Boleto,359.94,2024-08-08
13120,11683,Cartão,340.08,2023-04-03
13121,23722,Cartão,392.59,2023-09-28
13122,5073,Pix,403.3,2024-09-23
13123,24374,Cartão,98.88,2024-05-08
13124,2567,Pix,414.45,2024-07-06
13125,26919,Pix,247.59,2023-01-03
13126,22544,Boleto,194.06,2022-10-25
13127,10114,Pix,320.44,2023-03-30
13128,13787,Pix,390.79,2023-11-04
13129,22946,Cartão,124.04,2022-08-05
13130,12288,Pix,253.76,2024-06-09
13131,13811,Boleto,102.15,2023-04-04
13132,21381,Pix,108.22,2024-11-01
13133,2414,Cartão,315.82,2022-08-19
13134,17628,Boleto,484.89,2023-08-06
13135,9758,Boleto,448.48,2025-05-28
13136,18319,Pix,150.09,2024-12-08
13137,17157,Boleto,444.94,2024-08-24
13138,14210,Pix,61.78,2023-10-06
13139,25793,Pix,62.16,2022-08-31
13140,24998,Cartão,61.56,2024-04-06
13141,15983,Boleto,203.28,2025-01-23
13142,14202,Boleto,141.64,2024-03-12
13143,5302,Boleto,290.39,2022-09-29
13144,14944,Boleto,399.32,2024-03-03
13145,25647,Pix,415.9,2023-05-06
13146,28051,Boleto,58.34,2023-04-09
13147,16087,Cartão,288.19,2024-11-09
13148,13064,Cartão,368.74,2022-08-16
13149,13109,Cartão,351.92,2024-07-29
13150,3976,Boleto,387.21,2025-02-28
13151,4977,Pix,46.67,2024-09-14
13152,13094,Boleto,222.58,2024-07-24
13153,8291,Pix,188.69,2022-06-25
13154,659,Pix,80.78,2023-02-24
13155,7788,Boleto,284.54,2024-04-09
13156,2702,Boleto,441.76,2023-05-24
13157,7574,Boleto,84.28,2024-10-08
13158,2194,Cartão,447.85,2024-01-25
13159,8721,Cartão,154.81,2023-11-06
13160,15930,Cartão,168.74,2022-06-19
13161,10579,Pix,360.6,2024-03-21
13162,27232,Boleto,325.89,2023-07-23
13163,9969,Boleto,70.92,2023-06-09
13164,1647,Pix,45.78,2023-02-15
13165,28604,Pix,247.02,2024-01-19
13166,29866,Cartão,192.67,2023-02-28
13167,5858,Cartão,160.35,2023-07-29
13168,24029,Pix,412.77,2022-09-17
13169,15457,Cartão,192.18,2024-03-01
13170,6505,Boleto,430.83,2023-01-07
13171,1455,Cartão,335.54,2023-05-02
13172,25393,Pix,396.75,2022-09-18
13173,25700,Pix,227.24,2023-05-15
13174,26381,Cartão,156.37,2025-03-30
13175,29941,Cartão,483.39,2022-12-31
13176,16703,Pix,295.32,2025-04-10
13177,1152,Boleto,410.85,2024-11-11
13178,12974,Cartão,107.88,2023-09-10
13179,6966,Pix,211.22,2022-08-21
13180,16641,Pix,168.22,2023-11-02
13181,5009,Cartão,472.81,2025-03-16
13182,22043,Cartão,60.54,2023-09-22
13183,26082,Boleto,411.93,2024-03-25
13184,15070,Cartão,60.19,2022-12-18
13185,136,Pix,455.22,2024-09-21
13186,1741,Cartão,377.87,2022-11-01
13187,21630,Cartão,468.43,2025-02-10
13188,26411,Cartão,298.99,2023-03-20
13189,27851,Cartão,397.01,2023-08-01
13190,8668,Boleto,232.88,2023-06-16
13191,3516,Cartão,299.58,2025-03-18
13192,19238,Boleto,449.73,2023-09-10
13193,4877,Cartão,46.14,2024-08-15
13194,28810,Pix,53.18,2022-10-27
13195,15331,Pix,39.39,2023-04-02
13196,19803,Pix,237.33,2022-11-17
13197,11950,Pix,63.85,2025-02-12
13198,21431,Cartão,267.45,2023-02-09
13199,1787,Cartão,332.85,2024-06-28
13200,16866,Pix,299.54,2024-12-29
13201,22439,Pix,180.53,2023-03-29
13202,14149,Pix,70.71,2025-02-11
13203,25472,Cartão,302.59,2024-05-01
13204,18070,Boleto,147.37,2023-05-21
13205,26624,Boleto,499.86,2022-08-29
13206,21756,Cartão,354.38,2024-08-13
13207,1477,Boleto,351.37,2023-09-15
13208,8726,Pix,123.68,2022-09-21
13209,9644,Pix,311.6,2024-01-10
13210,10325,Cartão,461.84,2024-12-09
13211,7196,Cartão,335.62,2024-02-04
13212,848,Pix,357.63,2024-02-10
13213,2650,Cartão,396.61,2023-03-21
13214,6852,Cartão,242.82,2023-12-21
13215,25035,Cartão,178.89,2024-10-21
13216,14105,Cartão,61.76,2023-08-12
13217,11849,Pix,269.08,2023-11-29
13218,9696,Boleto,325.81,2024-12-10
13219,24549,Pix,82.18,2022-12-06
13220,11574,Pix,109.98,2023-04-20
13221,3991,Cartão,55.53,2023-04-15
13222,21695,Boleto,212.15,2022-10-01
13223,9669,Boleto,255.12,2023-03-25
13224,8546,Pix,322.23,2024-12-19
13225,12609,Boleto,71.21,2024-10-03
13226,2399,Pix,389.91,2024-02-14
13227,8046,Cartão,155.66,2024-12-17
13228,26992,Boleto,212.2,2025-01-06
13229,19995,Cartão,223.34,2023-03-25
13230,434,Cartão,464.22,2022-09-07
13231,9939,Boleto,378.35,2025-05-09
13232,110,Boleto,78.14,2023-05-24
13233,27235,Pix,85.07,2024-10-18
13234,8975,Boleto,289.72,2025-01-12
13235,19582,Pix,379.67,2022-12-22
13236,2502,Boleto,158.93,2023-04-02
13237,24184,Pix,70.75,2024-09-30
13238,21740,Boleto,391.99,2022-11-29
13239,16876,Cartão,53.77,2024-11-21
13240,16956,Boleto,161.87,2024-12-16
13241,9413,Cartão,299.23,2024-11-30
13242,21449,Cartão,396.28,2025-06-06
13243,8037,Pix,324.75,2025-03-28
13244,12838,Pix,50.53,2023-05-02
13245,2008,Boleto,76.39,2023-12-24
13246,5383,Boleto,398.02,2024-08-08
13247,29445,Boleto,287.48,2023-04-09
13248,3814,Cartão,115.7,2024-02-07
13249,16603,Cartão,318.2,2022-09-13
13250,15933,Boleto,77.26,2023-04-30
13251,23563,Pix,87.07,2024-02-05
13252,4679,Pix,413.3,2024-10-10
13253,18819,Pix,209.86,2023-11-23
13254,19883,Pix,292.35,2024-05-21
13255,29700,Pix,372.5,2022-09-05
13256,8840,Boleto,453.82,2023-11-10
13257,13424,Pix,357.75,2023-12-02
13258,20342,Boleto,408.51,2024-09-06
13259,23263,Boleto,103.88,2022-12-21
13260,25162,Pix,370.58,2022-08-11
13261,19322,Cartão,165.44,2023-03-19
13262,20543,Boleto,84.91,2023-03-09
13263,15025,Boleto,308.01,2024-03-30
13264,9819,Pix,343.61,2022-11-09
13265,28636,Pix,156.86,2023-01-11
13266,24419,Boleto,214.65,2023-08-25
13267,8322,Pix,456.52,2023-11-17
13268,2671,Cartão,139.28,2022-12-13
13269,9697,Cartão,346.51,2024-08-11
13270,16072,Boleto,204.35,2022-11-27
13271,4266,Boleto,62.33,2023-09-07
13272,23161,Cartão,494.93,2024-03-08
13273,12559,Cartão,399.29,2023-03-11
13274,1759,Cartão,110.12,2025-03-27
13275,24177,Cartão,174.92,2025-03-19
13276,7034,Pix,290.71,2022-07-30
13277,16242,Cartão,407.26,2024-03-23
13278,5075,Cartão,480.03,2024-05-04
13279,662,Pix,60.99,2023-08-14
13280,22599,Boleto,217.87,2023-10-20
13281,19844,Boleto,160.68,2024-04-01
13282,20706,Cartão,317.7,2023-06-26
13283,18937,Cartão,271.64,2022-10-13
13284,19480,Cartão,302.46,2024-01-22
13285,22720,Boleto,293.97,2025-05-03
13286,25016,Boleto,51.23,2024-09-15
